ObjectID,GlobalID,CreationDate,Creator,EditDate,Editor,Today's Date and Time,Recorder Initials,Group Member Initials,Transect Number,Transect Orientation,Bearing,Bearing Orientation (Magnetic or True North),Latitude,Longitude ,Did you take a photo for iNaturalist and upload it?,Flower Buds,Open Flowers,Unripe Fruit,Ripe Fruit,0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,1.9,2.0,2.1,2.2,2.3,2.4,2.5,2.6,2.7,2.8,2.9,3.0,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8,3.9,4.0,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,4.9,5.0,End Time,Notes?,What percent of the target species present is alive?,What percent of the target species present is dead?,Dominant cover,What percent of the black crowberry was alive?,Are you following trail or coast protocol? ,Flower Buds,Open Flowers,Unripe fruit,Ripe fruit,Transect number ,0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,1.9,2.0,2.1,2.2,2.3,2.4,2.5,2.6,2.7,2.8,2.9,3.0,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8,3.9,4.0,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,4.9,5.0,Not present  - What percent of the black crowberry was alive?,Is black crowberry present?,Surrounding Habitat,Other - Surrounding Habitat,x,y
134,0dbe90b2-72a6-4300-8d73-3f573eba937a,8/10/2021 10:42:00 PM,,8/10/2021 10:42:00 PM,,8/10/2021 6:34:00 PM,KRV,"KRV, TPF",,Perpendicular,223°SW,,44 20 9 N,68 3 59 W,Yes!,Absent,Absent,Absent,Black_crowberry,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Not_present,Not_present,Not_present,Not_present,Not_present,Present,Not_present,Not_present,Not_present,Present,14:39,,,,"Bedrock, black crows berry",91_100,Coast,n_a,n_a,n_a,n_a,18b,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,,,,,-68.0664861482271,44.3358127121295
135,7dceb979-a8c5-49ec-96e3-026a3325fdf0,8/10/2021 10:42:03 PM,,8/10/2021 10:42:03 PM,,8/10/2021 7:08:00 PM,KRV,"KRV, TPF",,Perpendicular,83°E,,44 20 11 N,68 4 2 W,Yes!,Absent,Absent,Absent,Black_crowberry,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Not_present,Not_present,Not_present,Present,Present,Present,Present,Not_present,Not_present,Not_present,Not_present,Not_present,15:12,,,,"Spruce, black crowberry",91_100,Coast,n_a,n_a,n_a,n_a,22b,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,,,,,-68.0671120249369,44.3364525866176
136,3117c76f-b559-492a-b92b-8dd25b43e4e1,8/10/2021 10:42:05 PM,,8/10/2021 10:42:05 PM,,8/10/2021 7:20:00 PM,KRV,"KRV, KB",,Perpendicular,47°NE,,44 20 13 N,68 4 2 W,Yes_but_it_hasn't_uploaded_yet,Absent,Absent,Absent,Black_crowberry,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,15:24,,,,Bedrock ,91_100,Coast,n_a,n_a,n_a,n_a,24b,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,,,,,-68.0672356580087,44.3368863081972
137,0a8a2451-31a0-4395-b49c-67571ad14ec1,8/10/2021 10:42:10 PM,,8/10/2021 10:42:10 PM,,8/10/2021 7:33:00 PM,KRV,"KRV, KB",,Perpendicular,90°E,,44 20 14 N,68 4 3 W,Yes!,Absent,Absent,Absent,Absent,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,15:36,,,,Spruce,81_90,Coast,n_a,n_a,n_a,n_a,26b,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,,,,,-68.0674324650951,44.3372778688039
138,f8835b2d-3df5-49d0-b986-fcef954f2e01,8/10/2021 10:42:42 PM,,8/10/2021 10:42:42 PM,,8/10/2021 2:49:00 PM,AWB,SMW,,Parallel,297 NW,,44 20 3 N,68 3 50 W,Yes_but_it_hasn't_uploaded_yet,Absent,Absent,Absent,Black_crowberry,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Present,Present,Present,Present,Present,Present,Present,Present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Present,Present,Present,Present,Present,10:58,"Cross system evidence, crab and urchins ",,,Boulders,91_100,Coast,n_a,n_a,n_a,n_a,6a,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,,,,,-68.062484711472,44.3333433196364
139,fc3efd1c-8086-429e-a459-525de71f3d6b,8/10/2021 10:42:44 PM,,8/10/2021 10:42:44 PM,,8/10/2021 3:08:00 PM,AWB,EJ,,Parallel,300 NW,,44 20 3 N,68 03 51 W,Yes_but_it_hasn't_uploaded_yet,Absent,Absent,Absent,Absent,Present,Present,Not_present,Not_present,Present,Present,Present,Present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,11:15,,,,"Boulder, Spruce",41_50,Coast,n_a,n_a,n_a,n_a,8a,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,,,,,-68.0642393790819,44.3342751777212
140,a965b04c-1504-4658-b689-9ef4c36930d4,8/10/2021 10:43:53 PM,,8/10/2021 10:43:53 PM,,8/10/2021 2:27:00 PM,EMJ,"SMW, AWB",,Perpendicular,40 NE,,44 20 1 N,68 3 48 W,Yes_but_it_hasn't_uploaded_yet,Absent,Absent,Absent,Black_crowberry,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Not_present,Not_present,10:35,,,,"Crowberry, spruce",91_100,Coast,n_a,n_a,n_a,n_a,4b,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,,,,,-68.0633631349244,44.3335666135366
141,f7696987-54f0-41db-b5f3-dfa03d43b923,8/10/2021 10:43:56 PM,,8/10/2021 10:43:56 PM,,8/10/2021 6:16:00 PM,EMG,"VLP, SMW",,Parallel,293 W,,44 20 7 N,68 3 57 W,Yes_but_it_hasn't_uploaded_yet,Absent,Absent,Absent,Black_crowberry,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,14:24,Transects ran directly alongside a man made trail ,,,"Crowberry, spruce ",91_100,Coast,n_a,n_a,n_a,n_a,15a,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,,,,,-68.065915089164,44.3352441676374
142,9cb49513-bfa5-401a-9666-090e4d8e4fd7,8/10/2021 10:43:58 PM,,8/10/2021 10:43:58 PM,,8/10/2021 6:47:00 PM,EMJ,"SMW, EMJ",,Parallel,320 NW,,44 20 10 N,68 3 60 W,Yes_but_it_hasn't_uploaded_yet,Absent,Absent,Absent,Black_crowberry,Present,Present,Present,Present,Present,Present,Present,Present,Present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Present,Present,Present,Present,Present,Present,Not_present,Present,Present,Present,Not_present,Present,Present,Present,Present,Not_present,Not_present,Present,Present,Not_present,Present,Present,Present,Present,Present,Present,Present,Present,Present,14:58,,,,"Bayberry, spruce ",91_100,Coast,n_a,n_a,n_a,n_a,19a,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,,,,,-68.0666466616728,44.3359774584364
143,9ad6e0b0-f018-4a07-9105-39e5ed59b759,8/10/2021 10:44:01 PM,,8/10/2021 10:44:01 PM,,8/10/2021 7:05:00 PM,EMJ ,"SMW, EMJ",,Perpendicular,73 E,,44 20 10 N,68 4 1 W,Yes_but_it_hasn't_uploaded_yet,Absent,Absent,Absent,Absent,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Present,Present,Present,Present,Not_present,Not_present,Not_present,Not_present,Not_present,Present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,15:11,,,,"Bayberry, ",51_60,Coast,n_a,n_a,n_a,n_a,21b,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,,,,,-68.0670411140361,44.3363212002854
144,165cded5-9ab0-40b2-b588-7a0ceaeba1c0,8/10/2021 10:44:04 PM,,8/10/2021 10:44:04 PM,,8/10/2021 7:16:00 PM,EMJ,"SMW, EMJ",,Perpendicular,90E,,44 20 12 N,68 4 2 W,Yes_but_it_hasn't_uploaded_yet,Absent,Absent,Absent,Black_crowberry,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Not_present,Not_present,Not_present,15:22,,,,"Crowberry, bedrock",61_70,Coast,n_a,n_a,n_a,n_a,23b ,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,,,,,-68.0671780743339,44.3366320431645
145,295785ad-17a0-428b-a157-110a6dfc2cba,8/10/2021 10:44:07 PM,,8/10/2021 10:44:07 PM,,8/10/2021 7:30:00 PM,EMJ,"EMJ, SMW",,Perpendicular,70 E,,44 20 14 N,68 4 2 W,Yes_but_it_hasn't_uploaded_yet,Absent,Absent,Absent,Absent,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,15:35,,,,Spruce,91_100,Coast,n_a,n_a,n_a,n_a,25b,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,,,,,-68.0673390068748,44.3370854203071
146,ee15d677-b397-4667-99ae-42e8c580b24a,8/10/2021 10:44:15 PM,,8/10/2021 10:44:15 PM,,8/10/2021 1:43:00 PM,VLP,EJ,,Perpendicular,38 NE,,44 20 0 N,68 3 45 W,Yes!,Absent,Absent,Absent,Black_crowberry,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Present,Present,Present,Present,Present,Present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,10:19,,,,Spruce,81_90,Coast,Absent,Absent,Absent,Absent,1b,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,,,,,-68.0624704978296,44.3333388399652
147,59c5cd6c-9d52-4cc4-b1bd-09685bfdaef4,8/10/2021 10:44:17 PM,,8/10/2021 10:44:17 PM,,8/10/2021 2:23:00 PM,VLP,VLP,,Parallel,310 NW,,44 20 1 N,68 3 48 W,Yes!,Absent,Absent,Absent,Black_crowberry,Present,Present,Not_present,Not_present,Not_present,Not_present,Not_present,Present,Present,Present,Not_present,Present,Present,Present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Not_present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,10:38,,,,Spruce and Crowberry,81_90,Coast,n_a,n_a,n_a,n_a,4a,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,,,,,-68.0630972887321,44.3334586716925
148,73cbcb8b-c00b-4fb9-bfa7-8ed3cef4b5e1,8/10/2021 10:44:18 PM,,8/10/2021 10:44:18 PM,,8/10/2021 2:43:23 PM,VLP,VLP,,Perpendicular,42 NE,,44 20 2 N,68 3 49 W,Yes!,Absent,Absent,Absent,Absent,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Present,Present,Present,Present,Present,Present,Not_present,10:58,Cross system evident- crab shell and urchin ,,,Boulders,51_60,Coast,n_a,n_a,n_a,n_a,6b,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,,,,,-68.0635555523058,44.3338368248091
149,d714ac13-0c5d-4123-838a-f2e257a126c0,8/10/2021 10:44:19 PM,,8/10/2021 10:44:19 PM,,8/10/2021 3:09:20 PM,VLP,VLP,,Perpendicular,45 NE,,44 20 3 N,68 3 51 W,Yes!,Absent,Absent,Absent,Absent,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,11:15,,,,Boulder and Spruce ,0_10,Coast,n_a,n_a,n_a,n_a,8b,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,,,,,-68.0643001692026,44.3343471573966
150,c9788d0e-5c83-4831-8c20-9ba97fd1f810,8/10/2021 10:44:21 PM,,8/10/2021 10:44:21 PM,,8/10/2021 3:34:00 PM,VLP,"VLP, AWB, SMW, MDF",,Perpendicular,316 NW,,44 20 4 N,68 3 53 W,Yes!,Absent,Absent,Absent,Absent,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Not_present,Not_present,Present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,11:34,,,,Crowberry and Northern Bayberry,91_100,Coast,Absent,Absent,Absent,Absent,10a,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Present_,Present_,Not_present,Not_present,Present_,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,,,,,-68.0648299641887,44.3345497663703
151,dccc6652-a16a-42bd-a923-c208b4674f67,8/10/2021 10:44:22 PM,,8/10/2021 10:44:22 PM,,8/10/2021 5:59:10 PM,VLP,"VLP, MDF, SMW, AWB",,Perpendicular,37 NE,,44 20 6 N,68 3 56 W,Yes!,Not_Present,Not_Present,Not_Present,Not_Present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,14:08,,,,Bayberries,0_10,Coast,n_a,n_a,n_a,n_a,13b,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,,,,,-68.0657546139025,44.3348062361313
152,f6cbc1c0-83c4-4bc1-8ea7-e1f55b58e0c7,8/10/2021 10:44:24 PM,,8/10/2021 10:44:24 PM,,8/10/2021 6:32:00 PM,VLP,VLP,,Perpendicular,90 E,,44 20 8 N,68 3 59,Yes!,Absent,Absent,Absent,Black_crowberry,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Not_present,Present,Present,Present,Present,Present,Present,Present,Present,Present,Present,14:42,,,,Bracken fern,91_100,Coast,n_a,n_a,n_a,n_a,17b,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,Not_present,,,,,-68.0663411047238,44.3356773306816
